Id,age,Industry,job,salary,currency,country,years_field_experience,education,gender,salary_usd,new_currency
8130,45-54,Utilities & Telecommunications,Project Coordinator,77000,USD,United States,2 - 4 years,Some college,Woman,77000.0,USD
8131,35-44,Entertainment,Post Production Coordinator ,80000,USD,United States,11 - 20 years,Some college,Man,80000.0,USD
8132,45-54,Retail,accountant,90000,USD,US,21 - 30 years,College degree,Woman,90000.0,USD
8133,35-44,Insurance,New Business,41447,USD,USA,8 - 10 years,Some college,Woman,41447.0,USD
8134,35-44,Engineering or Manufacturing,Laboratory manager,46400,EUR,Netherlands,11 - 20 years,College degree,Woman,50515.68,USD
8135,55-64,Nonprofits,Acquistions and Development Manager,115000,USD,United States,21 - 30 years,College degree,Woman,115000.0,USD
8136,25-34,Computing or Tech,Executive Assistant ,71500,USD,United States,8 - 10 years,College degree,Woman,71500.0,USD
8137,18-24,Education (Higher Education),Graduate Employee,38000,USD,United States,1 year or less,College degree,nan,38000.0,USD
8138,45-54,Nonprofits,non-profit adult training,52000,USD,usa,2 - 4 years,College degree,Woman,52000.0,USD
8139,45-54,Wholesale and retail trade,Executive Assistant,25000,GBP,UK,21 - 30 years,Some college,Woman,32586.749999999996,USD
8140,25-34,Education (Higher Education),Senior Communications Coordinator,85000,USD,US,8 - 10 years,College degree,Woman,85000.0,USD
8141,25-34,E-commerce ,Operations Manager ,50000,GBP,Uk,8 - 10 years,"Professional degree (MD, JD, etc.)",Woman,65173.49999999999,USD
8142,25-34,Engineering or Manufacturing,Footwear Technical Developer 1,82000,USD,USA,2 - 4 years,College degree,Woman,82000.0,USD
8143,25-34,Law,corporate counsel,148500,USD,United States,5-7 years,"Professional degree (MD, JD, etc.)",Woman,148500.0,USD
8144,35-44,Engineering or Manufacturing,Manager Assistant,22400,EUR,Greece,21 - 30 years,Master's degree,Woman,24386.88,USD
8145,25-34,Education (Higher Education),Gardens Manager,39000,USD,United States,5-7 years,Master's degree,Woman,39000.0,USD
8146,25-34,Education (Higher Education),Assistant Director,80000,USD,United States,11 - 20 years,Master's degree,Woman,80000.0,USD
8147,18-24,Computing or Tech,Software Engineer,103600,USD,US,2 - 4 years,Some college,Woman,103600.0,USD
8148,45-54,Education (Higher Education),Professor,105000,USD,United States,11 - 20 years,PhD,Woman,105000.0,USD
8149,25-34,Nonprofits,PR Specialist,39000,USD,US,5-7 years,Master's degree,Woman,39000.0,USD
8150,35-44,Education (Higher Education),Advising Dean,72500,USD,United States,11 - 20 years,Master's degree,Woman,72500.0,USD
8151,45-54,"Marketing, Advertising & PR",Associate Creative Director,150000,USD,United States,11 - 20 years,College degree,Woman,150000.0,USD
8152,45-54,Computing or Tech,"Manager, Client Support",72613,USD,USA,11 - 20 years,College degree,Man,72613.0,USD
8153,35-44,Retail,Executive Assistant to CEO,67000,USD,United states,11 - 20 years,Some college,Woman,67000.0,USD
8154,35-44,Hospitality & Events,Associate Director of Accounting,103000,USD,USA,11 - 20 years,College degree,Woman,103000.0,USD
8155,35-44,Health care,File Clerk,27040,USD,USA,5-7 years,College degree,Woman,27040.0,USD
8156,25-34,Nonprofits,Administrative and Communications Assistant,57000,USD,USA,5-7 years,Master's degree,Woman,57000.0,USD
8157,35-44,Law,Attorney,106000,USD,United States,11 - 20 years,"Professional degree (MD, JD, etc.)",Woman,106000.0,USD
8158,25-34,Education (Higher Education),Graduate Recruitment Officer,73000,CAD,Canada,8 - 10 years,College degree,Woman,58437.23,USD
8159,35-44,Health care,Clinical Trial Regulatory Coordinator,75000,USD,United States,11 - 20 years,Master's degree,Woman,75000.0,USD
8160,35-44,Health care,"Director, Client Operations",104000,USD,United States,11 - 20 years,College degree,Non-binary,104000.0,USD
8161,35-44,Computing or Tech,Executive Assistant,45000,EUR,Spain,11 - 20 years,College degree,Woman,48991.5,USD
8162,25-34,Education (Primary/Secondary),High School Math Teacher,432000,USD,USA,5-7 years,College degree,Woman,432000.0,USD
8163,45-54,Education (Higher Education),"Head, Departmental Library",98600,USD,USA,21 - 30 years,Master's degree,Woman,98600.0,USD
8164,35-44,Education (Primary/Secondary),"Teacher, elementary school",63000,USD,USA,11 - 20 years,Master's degree,Woman,63000.0,USD
8165,35-44,Oil & Gas,Planning Team Lead,140000,CAD,Canda,11 - 20 years,Master's degree,Woman,112071.40000000001,USD
8166,45-54,"Leisure, Sport & Tourism",Lifestyle Director for a master planned community ,54700,USD,US,8 - 10 years,College degree,Woman,54700.0,USD
8167,35-44,Education (Higher Education),Financial Aid Counselor,42000,USD,United States,5-7 years,Master's degree,Woman,42000.0,USD
8168,35-44,Computing or Tech,Sr Director IT,292000,USD,US,21 - 30 years,College degree,Woman,292000.0,USD
8169,25-34,"Accounting, Banking & Finance",Executive PA and Office Manager,50000,GBP,United Kingdom,5-7 years,College degree,Woman,65173.49999999999,USD
8170,35-44,"Marketing, Advertising & PR",Content Director,115000,USD,USA,11 - 20 years,Master's degree,Woman,115000.0,USD
8171,35-44,Nonprofits,Head of fundraising ,63000,GBP,United Kingdom ,11 - 20 years,Master's degree,Woman,82118.61,USD
8172,25-34,"Marketing, Advertising & PR",Content Coordinator ,40000,USD,United States,5-7 years,College degree,Woman,40000.0,USD
8173,35-44,Biotechnology ,Senior scientist ,130000,CAD,Canada ,11 - 20 years,PhD,Woman,104066.3,USD
8174,35-44,Education (Primary/Secondary),Preschool Teacher,34000,USD,United States,8 - 10 years,College degree,Woman,34000.0,USD
8175,25-34,Nonprofits,"Director, Fundraising Events and Donor Communications",125000,USD,USA,8 - 10 years,College degree,Woman,125000.0,USD
8176,35-44,Business or Consulting,"Director, Learning Resource Development",75000,CAD,Canada,8 - 10 years,Master's degree,Woman,60038.25000000001,USD
8177,25-34,"Accounting, Banking & Finance",Accounts Payable/Receivable Clerk,38500,CAD,Canada,2 - 4 years,Some college,Man,30819.635000000002,USD
8178,35-44,Government and Public Administration,Library Associate ,34000,USD,US,5-7 years,College degree,Woman,34000.0,USD
8179,35-44,Recruitment or HR,Benefits Specialist ,40000,USD,USA,5-7 years,College degree,Woman,40000.0,USD
8180,45-54,Computing or Tech,Manager,188000,USD,United States,21 - 30 years,Master's degree,Woman,188000.0,USD
8181,45-54,Education (Higher Education),Associate Professor,45000,USD,USA,21 - 30 years,Master's degree,Woman,45000.0,USD
8182,35-44,Education (Primary/Secondary),Teacher,58000,USD,United States,11 - 20 years,Master's degree,Woman,58000.0,USD
8183,18-24,Education (Primary/Secondary),Art Teacher,30000,USD,USA,2 - 4 years,College degree,Non-binary,30000.0,USD
8184,25-34,Government and Public Administration,Librarian,60000,USD,USA,1 year or less,Master's degree,Non-binary,60000.0,USD
8185,35-44,Food processing,Quality Assurance Manager,62000,USD,USA,5-7 years,College degree,Woman,62000.0,USD
8186,25-34,Nonprofits,Staff Attorney,95838,USD,United States,5-7 years,"Professional degree (MD, JD, etc.)",Woman,95838.0,USD
8187,35-44,Education (Higher Education),Assistant Teaching Professor,58000,USD,United States,8 - 10 years,PhD,Woman,58000.0,USD
8188,25-34,Computing or Tech,Tech Enablement,55000,USD,USA,8 - 10 years,Master's degree,Woman,55000.0,USD
8189,35-44,Government and Public Administration,Accountant II,66500,USD,USA,11 - 20 years,College degree,Woman,66500.0,USD
8190,25-34,Nonprofits,Policy and Reporting Analyst,47258,USD,United States of America,2 - 4 years,College degree,Woman,47258.0,USD
8191,35-44,Hospitality & Events,Head Server,40000,USD,United States,5-7 years,Some college,Woman,40000.0,USD
8192,25-34,"Marketing, Advertising & PR",Sr Account Executive,87000,USD,United States,2 - 4 years,College degree,Woman,87000.0,USD
8193,25-34,Public Libraries,Library Associate Outreach,65083,USD,United States,5-7 years,College degree,Woman,65083.0,USD
8194,35-44,Computing or Tech,Director of Client Success,115000,USD,USA,2 - 4 years,College degree,Woman,115000.0,USD
8195,25-34,Education (Higher Education),"Writing Coordinator, Clincial Instructor",52000,USD,USA,11 - 20 years,Master's degree,Woman,52000.0,USD
8196,25-34,Computing or Tech,Software Engineer,38000,GBP,UK,2 - 4 years,College degree,Woman,49531.85999999999,USD
8197,35-44,Education (Primary/Secondary),PA to the Senior Leadership Team ,18500,GBP,UK ,2 - 4 years,High School,Woman,24114.195,USD
8198,35-44,auto repair,junior service manager,31200,USD,USA,5-7 years,Master's degree,Non-binary,31200.0,USD
8199,25-34,Hospitality & Events,VP Global Account Management,137000,USD,USA,5-7 years,College degree,Woman,137000.0,USD
8200,25-34,Education (Primary/Secondary),Preschool teacher,40000,EUR,Germany,5-7 years,Some college,Woman,43548.0,USD
8201,25-34,Retail,Key Holder,24960,USD,usa,2 - 4 years,College degree,Woman,24960.0,USD
8202,35-44,Education (Higher Education),Assistant Professor,89000,USD,USA,5-7 years,PhD,Woman,89000.0,USD
8203,35-44,Nonprofits,Program Manager,62000,USD,USA,11 - 20 years,Master's degree,Woman,62000.0,USD
8204,35-44,Law,attorney,120000,USD,usa,5-7 years,"Professional degree (MD, JD, etc.)",Woman,120000.0,USD
8205,25-34,Computing or Tech,Staff Data Scientist,169000,USD,USA,5-7 years,PhD,Woman,169000.0,USD
8206,25-34,Nonprofits,Development Project Specialist,59000,USD,US,5-7 years,College degree,Woman,59000.0,USD
8207,25-34,"Marketing, Advertising & PR",Marketer ,100000,USD,US,8 - 10 years,nan,Non-binary,100000.0,USD
8208,45-54,Nonprofits,Executive Assistant to President/CEO,72500,USD,USA,21 - 30 years,College degree,Woman,72500.0,USD
8209,55-64,Education (Higher Education),Administrative Assistant,36720,USD,USA,2 - 4 years,Some college,Woman,36720.0,USD
8210,25-34,Government and Public Administration,"Manager, Legislation and Information Management",95253,CAD,Canada,8 - 10 years,College degree,Woman,76250.97903,USD
8211,25-34,"Marketing, Advertising & PR",Senior Marketing Manager,94500,CAD,Canada,8 - 10 years,College degree,Woman,75648.195,USD
8212,45-54,Nonprofits,Assistant director,120000,USD,United States,8 - 10 years,PhD,Woman,120000.0,USD
8213,25-34,Health care,Registered Dietitian ,65000,USD,United states,1 year or less,Master's degree,Woman,65000.0,USD
8214,25-34,Government and Public Administration,Business Analyst,114000,USD,United States,8 - 10 years,College degree,Woman,114000.0,USD
8215,25-34,Nonprofits,Insight and Engagement Officer,26000,GBP,United Kingdom,5-7 years,Master's degree,Woman,33890.22,USD
8216,25-34,Health care,Administrative Assistant,39520,USD,United States,2 - 4 years,College degree,Other or prefer not to answer,39520.0,USD
8217,35-44,"Leisure, Sport & Tourism",Executive Director,58000,USD,USA,11 - 20 years,College degree,Woman,58000.0,USD
8218,25-34,"Accounting, Banking & Finance",Financial Engineer,110000,USD,USA,2 - 4 years,Master's degree,Man,110000.0,USD
8219,35-44,Engineering or Manufacturing,Manager of Communication & Public Relations,83000,USD,United States,11 - 20 years,Master's degree,Woman,83000.0,USD
8220,25-34,Engineering or Manufacturing,Subsea Engineer,130000,USD,USA,8 - 10 years,College degree,Other or prefer not to answer,130000.0,USD
8221,25-34,Restaurant ,Service Manager,55000,USD,US,2 - 4 years,Some college,Non-binary,55000.0,USD
8222,45-54,Engineering or Manufacturing,Senior Quality Systems Analyst,97000,USD,United States,11 - 20 years,Master's degree,Woman,97000.0,USD
8223,25-34,Government and Public Administration,Team Manager and policy analyst ,60320,USD,Usa,5-7 years,College degree,Woman,60320.0,USD
8224,35-44,Law,Senior attorney,72000,USD,USA,8 - 10 years,"Professional degree (MD, JD, etc.)",Woman,72000.0,USD
8225,35-44,Computing or Tech,Technical Editor,135000,USD,USA,11 - 20 years,College degree,Woman,135000.0,USD
8226,25-34,Education (Higher Education),PhD Student,40000,USD,United States,2 - 4 years,Master's degree,Woman,40000.0,USD
8227,25-34,Engineering or Manufacturing,Senior process engineer,138000,USD,United States,11 - 20 years,College degree,Woman,138000.0,USD
8228,25-34,Health care,Billing Manager,80000,USD,USA,11 - 20 years,College degree,Woman,80000.0,USD
8229,35-44,Nonprofits,Annual Fund Manager,57000,USD,United States,11 - 20 years,College degree,Woman,57000.0,USD
8230,25-34,Agriculture or Forestry,Policy Manager,80000,CAD,Canada,2 - 4 years,Master's degree,Woman,64040.8,USD
8231,35-44,Nonprofits,Associate Director,93000,USD,US,8 - 10 years,Master's degree,Woman,93000.0,USD
8232,35-44,Nonprofits,Senior Data Analyst,91000,USD,USA,2 - 4 years,Master's degree,Woman,91000.0,USD
8233,25-34,Restaurant ,Service Manager,55000,USD,US,2 - 4 years,Some college,Non-binary,55000.0,USD
8234,35-44,Computing or Tech,Executive Assistant ,80000,USD,Puerto Rico ,11 - 20 years,College degree,Woman,80000.0,USD
8235,45-54,Engineering or Manufacturing,Senior VP,260000,USD,US,31 - 40 years,High School,Man,260000.0,USD
8236,45-54,Computing or Tech,Executive Assistant ,120000,EUR,U.K. ,11 - 20 years,College degree,Woman,130644.0,USD
8237,25-34,Sales,Account Manager,52000,USD,USA,2 - 4 years,College degree,Woman,52000.0,USD
8238,25-34,Social Work,Social Worker,65000,CAD,Canada,2 - 4 years,Master's degree,Woman,52033.15,USD
8239,35-44,Government and Public Administration,Records management analyst,78000,CAD,Canada,11 - 20 years,College degree,Woman,62439.780000000006,USD
8240,45-54,Media & Digital,Executive Assistant ,70500,USD,United States,8 - 10 years,College degree,Woman,70500.0,USD
8241,45-54,Architectural/Land Planning/Civil Engineering,Office Manager/Bookkeeper/HR,53500,USD,USA,21 - 30 years,College degree,Woman,53500.0,USD
8242,25-34,Education (Primary/Secondary),Teacher,25000,GBP,United Kingdom ,2 - 4 years,Master's degree,Woman,32586.749999999996,USD
8243,25-34,Government and Public Administration,Associate Governmental Program Analyst,60990,USD,United States,5-7 years,College degree,Woman,60990.0,USD
8244,35-44,Health care,Analyst,105000,USD,United States,11 - 20 years,College degree,Woman,105000.0,USD
8245,25-34,Law,Staff Attorney,85000,USD,US,2 - 4 years,"Professional degree (MD, JD, etc.)",Woman,85000.0,USD
8246,35-44,Nonprofits,Finance manager ,93750,USD,USA ,5-7 years,College degree,Woman,93750.0,USD
8247,25-34,Computing or Tech,Deployment Project Manager,63654,USD,United States,2 - 4 years,College degree,Non-binary,63654.0,USD
8248,35-44,Government and Public Administration,Librarian II,46000,USD,United States,8 - 10 years,Master's degree,Woman,46000.0,USD
8249,35-44,Health care,Clinical Research Coordinator,60000,USD,USA,2 - 4 years,Master's degree,Woman,60000.0,USD
8250,25-34,Gaming (Gambling),Data Analyst,72000,USD,United States,5-7 years,Master's degree,Man,72000.0,USD
8251,35-44,Government and Public Administration,Child Support Specialist,43974,USD,US,1 year or less,College degree,Woman,43974.0,USD
8252,55-64,Education (Higher Education),Business Service Coordinator,57400,USD,United States,11 - 20 years,College degree,Woman,57400.0,USD
8253,45-54,Health care,Hospital doctor,110000,GBP,Uk,21 - 30 years,"Professional degree (MD, JD, etc.)",Man,143381.69999999998,USD
8254,25-34,Education (Higher Education),Academic Advisor,65000,USD,USA,5-7 years,Master's degree,Woman,65000.0,USD
8255,25-34,Real Estate,Marketing Director,70000,USD,United States,8 - 10 years,College degree,Woman,70000.0,USD
8256,35-44,Education (Higher Education),Assistant Director,62000,USD,United States,5-7 years,Master's degree,Woman,62000.0,USD
8257,35-44,Retail,Produce Manager,60000,USD,United States,8 - 10 years,Master's degree,Man,60000.0,USD
8258,25-34,Engineering or Manufacturing,Senior Engineer,147000,USD,United States,11 - 20 years,Master's degree,Man,147000.0,USD
8259,18-24,Government and Public Administration,Communications Analyst,34500,GBP,UK,2 - 4 years,Master's degree,Woman,44969.715,USD
8260,25-34,Nonprofits,Communications Coordinator,48000,USD,USA,5-7 years,College degree,Woman,48000.0,USD
8261,25-34,Property or Construction,Permit Specialist,28500,USD,USA,2 - 4 years,Some college,Woman,28500.0,USD
8262,45-54,Education (Higher Education),Professor,114000,CAD,Canada,11 - 20 years,PhD,Woman,91258.14,USD
8263,25-34,Regulatory Affairs- nutraceuticals ,Regulatory Affairs Supervisor,70980,USD,United States,8 - 10 years,College degree,Woman,70980.0,USD
8264,35-44,Computing or Tech,Internal Auditor,80000,USD,USA,11 - 20 years,Master's degree,Woman,80000.0,USD
8265,25-34,"Marketing, Advertising & PR",VP,125000,USD,USA,11 - 20 years,College degree,Woman,125000.0,USD
8266,25-34,Nonprofits,Officer,92000,USD,United States,5-7 years,Master's degree,Woman,92000.0,USD
